Site,Date,Plot,Species,% Cover,Notes,Block,Shelter,Plot_number,Population,Treatment,Scientific_Name,Native_Status,Growth_Habit,Growth_2,Perenniality,Rating,Rating_2,Source
OTL,4/15/25,A3,AVEBAR,12,4,1,A,3,BORR,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A3,BRODIA,2,2,1,A,3,BORR,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A3,BROHOR,1,5,1,A,3,BORR,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A3,EROBOT,3,6,1,A,3,BORR,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A3,VISCAT,2,1,1,A,3,BORR,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A3,MADGRA,5,2,1,A,3,BORR,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A3,DAUPUS,1,1,1,A,3,BORR,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A3,EPI-1,1,1,1,A,3,BORR,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A3,HYPGLA,1,1,1,A,3,BORR,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A3,LACSER,1,1,1,A,3,BORR,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A3,CLAPUR,1,5,1,A,3,BORR,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A4,Bare,30,NA,1,A,4,WWP,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A4,Litter,20,NA,1,A,4,WWP,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A4,AVEBAR,12,5,1,A,4,WWP,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A4,BRODIA,4,5,1,A,4,WWP,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A4,BROARE,6,10,1,A,4,WWP,Drought,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A4,BROMAD,2,10,1,A,4,WWP,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A4,AMSMEN,3,10,1,A,4,WWP,Drought,Amsinckia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A4,EPI-1,1,1,1,A,4,WWP,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A4,EROCIC,2,5,1,A,4,WWP,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A4,LACSER,1,1,1,A,4,WWP,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A4,BROHOR,1,5,1,A,4,WWP,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A4,SALCOL,1,4,1,A,4,WWP,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A5,Bare,25,NA,1,A,5,MCL,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A5,Litter,10,NA,1,A,5,MCL,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A5,AVEBAR,12,4,1,A,5,MCL,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A5,BROHOR,2,6,1,A,5,MCL,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A5,BRODIA,4,2,1,A,5,MCL,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A5,BROMAD,2,5,1,A,5,MCL,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A5,PLAERE,1,10,1,A,5,MCL,Drought,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A5,HOLVIR,2,1,1,A,5,MCL,Drought,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A5,EPI-1,1,1,1,A,5,MCL,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A5,CLAPUR,2,5,1,A,5,MCL,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,A5,ELYCAP,4,1,1,A,5,MCL,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,A5,TRIHIR,1,1,1,A,5,MCL,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A5,LACSER,1,1,1,A,5,MCL,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,A6,Bare,25,NA,1,A,6,SEDG,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A6,Litter,25,NA,1,A,6,SEDG,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,A6,AVEBAR,1,5,1,A,6,SEDG,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,A6,BROHOR,1,6,1,A,6,SEDG,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,A6,BROMAD,2,8,1,A,6,SEDG,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H5,Bare,2,NA,3,H,5,BORR,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H5,Litter,0,NA,3,H,5,BORR,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H5,AVEBAR,4,4,3,H,5,BORR,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H5,BRODIA,5,3,3,H,5,BORR,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H5,BROHOR,2,4,3,H,5,BORR,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H5,VISCAT,20,1,3,H,5,BORR,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H5,TORARV,10,1,3,H,5,BORR,Control,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H5,CLAPUR,1,4,3,H,5,BORR,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H5,LUPBIC,3,5,3,H,5,BORR,Control,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,H5,GERDIS,2,8,3,H,5,BORR,Control,Geranium dissectum,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H5,TRIHIR,11,2,3,H,5,BORR,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H5,UNK-CAR,6,1,3,H,5,BORR,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H5,MADGRA,10,2,3,H,5,BORR,Control,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H5,DAUPUS,1,1,3,H,5,BORR,Control,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H5,EPI-1,1,1,3,H,5,BORR,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H5,EROBOT,2,5,3,H,5,BORR,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H6,Bare,1,NA,3,H,6,ANGELO,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H6,Litter,0,NA,3,H,6,ANGELO,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H6,AVEBAR,3,3,3,H,6,ANGELO,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H6,BRODIA,4,2,3,H,6,ANGELO,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H6,BROHOR,2,4,3,H,6,ANGELO,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H6,HYPGLA,25,2,3,H,6,ANGELO,Control,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H6,UNK-CARE,4,1,3,H,6,ANGELO,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H6,ESCCAL,25,4,3,H,6,ANGELO,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,H6,MADGRA,3,3,3,H,6,ANGELO,Control,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H6,CLAPUR,1,2,3,H,6,ANGELO,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H6,AIRCAR,1,2,3,H,6,ANGELO,Control,Aira caryophyllea,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H6,GALPAR,1,1,3,H,6,ANGELO,Control,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H6,DAUPUS,1,1,3,H,6,ANGELO,Control,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H6,DANCAL,1,1,3,H,6,ANGELO,Control,Danthonia californica,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,H6,SANBIP,1,1,3,H,6,ANGELO,Control,Sanicula bipinnatifida,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,H6,EPI-1,1,1,3,H,6,ANGELO,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H7,Bare,7,NA,3,H,7,MCL,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H7,Litter,0,NA,3,H,7,MCL,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H7,AVEBAR,1,5,3,H,7,MCL,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H7,BRODIA,4,2,3,H,7,MCL,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H7,BROHOR,2,5,3,H,7,MCL,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H7,BROMAD,1,5,3,H,7,MCL,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H7,PLAERE,5,6,3,H,7,MCL,Control,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H7,EROBOT,10,5,3,H,7,MCL,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H7,LUPBIC,4,6,3,H,7,MCL,Control,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,H7,CLAPUR,2,2,3,H,7,MCL,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H7,HOLVIR,7,1,3,H,7,MCL,Control,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H7,TRIHIR,1,2,3,H,7,MCL,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H7,ELYCAP,0,NA,3,H,7,MCL,Control,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H7,MICCAL,1,6,3,H,7,MCL,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H7,UNK-CAR 1,3,1,3,H,7,MCL,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H1,EROCIC,1,8,3,H,1,SEDG,Control,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H1,STIPUL,3,2,3,H,1,SEDG,Control,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,H2,Bare,10,NA,3,H,2,ANGELO,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H2,Litter,2,NA,3,H,2,ANGELO,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H2,AVEBAR,3,4,3,H,2,ANGELO,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H2,BRODIA,4,4,3,H,2,ANGELO,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H2,BROHOR,7,3,3,H,2,ANGELO,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H2,ESCCAL,18,5,3,H,2,ANGELO,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,H2,LACSER,1,1,3,H,2,ANGELO,Control,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H2,HYPGLA,2,3,3,H,2,ANGELO,Control,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H2,SANBIP,1,1,3,H,2,ANGELO,Control,Sanicula bipinnatifida,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,H2,MADGRA,2,1,3,H,2,ANGELO,Control,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H2,DAUPUS,2,1,3,H,2,ANGELO,Control,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H2,CLAPUR,1,2,3,H,2,ANGELO,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H2,GALPAR,1,5,3,H,2,ANGELO,Control,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H2,EPI-1,1,1,3,H,2,ANGELO,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H3,Bare,28,NA,3,H,3,WWP,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H3,Litter,1,NA,3,H,3,WWP,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H3,AVEBAR,1,3,3,H,3,WWP,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H3,BRODIA,2,5,3,H,3,WWP,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H3,BROMAD,1,5,3,H,3,WWP,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H3,BROARE,1,10,3,H,3,WWP,Control,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H3,LUPMIC,45,6,3,H,3,WWP,Control,Lupinus microcarpus,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,H3,EROCIC,5,5,3,H,3,WWP,Control,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H3,SALCOL,1,6,3,H,3,WWP,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H3,LUPSUC,2,7,3,H,3,WWP,Control,Lupinus succulentus,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,H3,UNK-CAR,6,1,3,H,3,WWP,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H3,PHATAN,1,8,3,H,3,WWP,Control,Phacelia tanacetifolia,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H4,Bare,10,NA,3,H,4,MCL,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H4,Litter,1,NA,3,H,4,MCL,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H4,AVEBAR,5,3,3,H,4,MCL,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H4,BRODIA,4,2,3,H,4,MCL,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H4,BROHOR,4,4,3,H,4,MCL,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H4,BROMAD,1,5,3,H,4,MCL,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H4,PLAERE,5,8,3,H,4,MCL,Control,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H4,ELYCAP,3,1,3,H,4,MCL,Control,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H4,LUPBIC,10,6,3,H,4,MCL,Control,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,H4,EROBOT,2,5,3,H,4,MCL,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H4,MICCAL,1,5,3,H,4,MCL,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H4,HOLVIR,5,1,3,H,4,MCL,Control,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H4,TRIHIR,3,2,3,H,4,MCL,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H4,CLAPUR,1,2,3,H,4,MCL,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,H4,GALPAR,1,1,3,H,4,MCL,Control,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H4,UNK-CAR,1,1,3,H,4,MCL,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,H4,HYPGLA,1,2,3,H,4,MCL,Control,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I3,EPI-1,1,1,4,I,3,WWP,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I3,EROCIC,2,5,4,I,3,WWP,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,I3,GALPAR,1,1,4,I,3,WWP,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,I3,SALCOL,1,2,4,I,3,WWP,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I4,Bare,7,NA,4,I,4,BORR,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I4,Litter,4,NA,4,I,4,BORR,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I4,AVEBAR,5,5,4,I,4,BORR,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I4,BRODIA,7,5,4,I,4,BORR,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I4,BROHOR,8,5,4,I,4,BORR,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I4,GERDIS,4,7,4,I,4,BORR,Drought,Geranium dissectum,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I4,EROBOT,5,5,4,I,4,BORR,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,I4,MADGRA,5,4,4,I,4,BORR,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I4,VISCAT,2,1,4,I,4,BORR,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I4,CLAPUR,1,5,4,I,4,BORR,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I4,DAUPUS,1,1,4,I,4,BORR,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I4,HYPGLA,1,2,4,I,4,BORR,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I4,EPI-1,1,1,4,I,4,BORR,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I5,Bare,25,NA,4,I,5,ANGELO,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I5,Litter,9,NA,4,I,5,ANGELO,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I5,AVEBAR,4,5,4,I,5,ANGELO,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I5,BRODIA,4,2,4,I,5,ANGELO,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I5,BROHOR,2,4,4,I,5,ANGELO,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I5,MADGRA,2,1,4,I,5,ANGELO,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I5,CLAPUR,1,2,4,I,5,ANGELO,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I5,ESCCAL,1,1,4,I,5,ANGELO,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,I5,GALPAR,1,1,4,I,5,ANGELO,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,I5,EPI-1,1,1,4,I,5,ANGELO,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I5,DAUPUS,1,1,4,I,5,ANGELO,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I5,AVEFAT,2,5,4,I,5,ANGELO,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I6,Bare,20,NA,4,I,6,ANGELO,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I6,Litter,8,NA,4,I,6,ANGELO,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I6,AVEBAR,5,5,4,I,6,ANGELO,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I6,AVEFAT,2,5,4,I,6,ANGELO,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I6,BRODIA,6,5,4,I,6,ANGELO,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I6,BROHOR,8,5,4,I,6,ANGELO,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I6,MADGRA,18,1,4,I,6,ANGELO,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I6,CLAPUR,1,4,4,I,6,ANGELO,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I6,EPI-1,1,1,4,I,6,ANGELO,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I6,GALPAR,3,8,4,I,6,ANGELO,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,I6,HYPGLA,5,5,4,I,6,ANGELO,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I6,DAUPUS,1,4,4,I,6,ANGELO,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I7,Bare,20,NA,4,I,7,MCL,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I7,Litter,5,NA,4,I,7,MCL,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H8,Bare,5,NA,3,H,8,SEDG,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H8,Litter,5,NA,3,H,8,SEDG,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,H8,AVEFAT,4,6,3,H,8,SEDG,Control,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H8,AVEBAR,1,5,3,H,8,SEDG,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H8,BRODIA,15,7,3,H,8,SEDG,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H8,BROHOR,5,5,3,H,8,SEDG,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,H8,BROMAD,1,5,3,H,8,SEDG,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,H8,STIPUL,2,2,3,H,8,SEDG,Control,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,H8,ESCCAL,4,5,3,H,8,SEDG,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
